asin,category,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
B000S671XU,Grocery,"[0, 0]",5,This falafel is even better than the last one I reviewed. It was very light and airy and felt healthy. It didn't feel loaded up with extra ingredients not needed. I recommend this product for anyone looking for good light comfort food.,"05 15, 2014",AB00KQZ88BSAZ,LCA,Better and Better evertime.,1400112000
B00DF0KYYY,Grocery,"[0, 0]",2,"I'm a popcorn lover and garlic lover, so I assumed when I saw this in the grocery store that I would love it and bought two boxes. Boy was I wrong. I can't quite describe what the problem is, but I just have to say that the flavor is bad. My husband told me he didn't like it before I had a chance to ask him. I'm giving it two stars instead of one because the texture and quality of the popcorn is still good, just like Redenbacher's other popcorns. It's the flavor that is simply &#34;off.&#34; The popcorn was not expired.  I threw away the rest I had bought. Enough said.","01 9, 2014",A33PLZ7SD5MCG0,Patty Kaye,I'm a garlic lover...but did not love this,1389225600
B0045E0CCI,Grocery,"[0, 0]",5,This is a delicious snack! Only take 1 bag and put away the rest. This helps you to monitor the amount you eat. My little ones love these snacks too. They cannot get too full because some snacks may have only 6 pieces per bag. The price is very reasonable too. This is a great way to try different snacks without having to break the bank and buy large boxes that may go to waste.,"03 14, 2014",A333N0OWXD434Y,Everlena Pearson,Nabisco Mini Snack Variety Pack- 40 packs- 40oz.,1394755200
B002PA3LJU,Grocery,"[0, 0]",4,"Nice smell and flavor, and they're odd-sized bits like I was expecting. I failed to transfer to another, sealed bag and they all spilled out, so I'll have to order more. They're way cheaper here than anything I could find locally, though, so I'll get more for Valentine's day.","01 7, 2014",AA4YGFMIQRT7L,Curious Cook,Used for decorating homemade chocolates,1389052800
B0083GG4E4,Grocery,"[2, 3]",4,I like the honest kids drink packs. They are definitely more watered down and have less sugar but that is what i like anyway. I water down the juice i get from the store anyway for my kids. This was cheaper on amazon when I ordered it but immediately after I ordered it they raised the price on amazon. I wont be buying this from amazon any more till the price drops.,"03 10, 2014",A1JJ489MVMW8L4,Carpe Diem,"Price was right... KEY WORD: ""was""",1394409600
B001652KK6,Grocery,"[0, 0]",5,It comes in a two 48 container package which is a lot cheaper than the store. It will last my family for a long time. It good to make egg salad and potato salad with.,"03 12, 2014",APQZ8FFIWLNIF,Edward,Kraft Mayonnaise,1394582400
B000G6MBTG,Grocery,"[0, 0]",5,"I've been enjoying my Kettle Brand Krinkle Cut Sweet Chili Garlic potato chips with my sack lunches for over a month now and am impressed with the great, complex, slightly sweet and slightly spicy flavor. Even though I've made it through several bags now I still really like them, I haven't gotten tired of them yet. It's a good thing too, since you get so many bags in the box. By the way, the size of the bags is 5 ounces which is much more than an individual serving, but it's smaller than the standard size you would buy in the grocery store, which means you won't have the chips go stale between servings like the really big bags. So this huge box of chip bags is a very good value, and Amazon is a convenient way to get this great flavor that isn't carried in most grocery stores.","06 12, 2014",A1F5O1USOUOOXI,John K.,Great new flavor that you won't find in most grocery stores,1402531200
B003J5HRZE,Grocery,"[1, 1]",5,"We tried these King's Hawaiian Rolls for the first time the other night. We were told that they made great buns for pulled-pork and pulled-chicken sandwiches. They were everything we hoped they would be. Not only were they fresh, but their slightly sweet taste worked well with the barbecue flavor of pulled pork and pulled chicken. Of course, they're rather small, and so the sandwiches were fairly small as well. (This simply gave me an excuse to have several sandwiches.) I'd highly recommend these both as a dinner roll and as a sandwich roll.","07 4, 2014",A1LACH6MLQWZ,Doug Erlandson,Quite tasty,1404432000
B008477EA0,Grocery,"[3, 3]",4,"This is a very small container. The photo is deceptive.I took the mango out of the container and weighed it on my kitchen scale so that I could figure out if it was actually a good price. All other freeze dried fruits are listed in ounces, not by the cup/pint/quart. This container is exactly 4 cups in volume and 4 ounces in weight. Now you can price compare. It seems this is a good price at $14.95/container.I use the mango in my cold cereal in the morning and mix it with my nuts for an evening snack. The flavor is good. The only thing I don't like is that it's cut in very tiny cubes.","02 16, 2014",A1XJKNRTZKBJTR,Thunder,4 oz. of Mangos,1392508800
B00EKLPLU4,Grocery,"[0, 0]",3,"It doesn't get 5 stars because I'm still in love with the flavor of Frontier's organic cocoa powder. This is nondescript, but still good if you're not super picky about subtle flavor differences.","07 9, 2014",A3RM5FW3BOEDOG,Anne American,Good But not as Good,1404864000
B008KHV8HO,Grocery,"[0, 0]",4,I like these cookies quite a lot. There are some that I prefer snicker doodle and ginger spice....they are soft and chewy..hard to eat only two.,"02 14, 2014",A1YWMSPMMUT8TU,"Jana Baslikova ""ej_online""",Good tasting cookies,1392336000
B00F6MFXCW,Grocery,"[0, 0]",4,"Love these snacks. I thought they would be like the dried fruit I've eaten before but these are actually crispy, like cheese puffs. The apple and pear were sweet and the mandarin orange was a pleasant surprise. I didn't expect it could have that kind of texture. There's just enough in one packet for a quick and healthy snack. The price of the whole box seems expensive but if you divide it by the 16 packets it contains, it's just $1.06, about the price of most snacks in a vending machine. I admit it could be cheaper but  I would take it over the high-sugar, high-calorie snacks.","06 25, 2014",A37IHRVO8JWYF2,Emily D. Agunod,Surprisingly Crispy Fruit,1403654400
B0025UCI0I,Grocery,"[0, 0]",5,"A nutritionist recommended that we switch to whole grain products when possible.  Used this whole grain spaghetti tonight and it was delicious.  It is made with 51% whole wheat.  One serving provides 24% of daily fiber - or 6g - of daily value, 7g of protein, it is low in sugar at 2g, and 0% sodium.  A serving size is 2 oz. and 200 calories.Used it in a recipe of turkey meatballs that I found online and modified:  cut in small pieces one green pepper, red pepper and onion, several cloves garlic - saute until soft in olive oil.  Pour into about 1 1/2 pound ground turkey, add 1/2 cup oatmeal, 1/2 cup bread crumbs, 2 eggs, 1/2 cup water, 1/4 cup parmesan cheese, tsp garlic powder.  Form into large meatballs - a little larger than a golf ball.  Saute in olive oil until browned on both sides.  Put in oven at 375 degrees for about 25 minutes. Saute several cloves garlic in olive oil, add 1/2 package fresh spinach - add basil tomato spaghetti sauce to spinach and garlic.  Combine with cooked spaghetti and meatballs.","03 19, 2014",A1GQAKL9CGQLP1,L. M. Keefer,Delicious & Healthy Whole Grain Pasta,1395187200
B00F6MFXCW,Grocery,"[0, 0]",4,"I received a box of these Crispy Green 100% Freeze-Dried Fruits through the Amazon Vine Review program.  The box contained 8 bags of apples, 4 bags of Asian pears, and 4 bags of tangerines.  By far, the tangerine was our favorite.  They were very tangy, but very delicious.  The Asian pears were our second favorite, with a nice tart but sweet taste.  The apples were good as well, but our least favorite.  My only gripe about this product is the cost.  At the current price, these are nearly $1 a bag, and the bags are small.  My 4 year old daughter can easily eat 2 bags, and still wants more.  As much as we like these, my grocery budget won't allow the cost of them very often.","06 22, 2014",ALQ4USPEQ9L5N,Shopaholic,"Very tasty, but expensive...",1403395200
B00IJ4JBJA,Grocery,"[0, 1]",3,"I like weak coffee and the taste is very bold. If you like strong coffee, you will probably like this flavor. Didn't notice any calming effect. One problem I had was with my Keurig. The first pod wouldn't work but the second one did. It may be the way it fits the machine.","07 11, 2014",A2JNW9NNS7KKVS,"Christy Tillery French ""reviewer/writer""",Bold!,1405036800
B004391DK0,Grocery,"[0, 0]",5,"My son is celiac so we know all about GF products.  He also loves pancakes, so about twice a month we use GF Bisquick to make them.  It blends up nicely and mixes easily with the other ingredients.  It doesn't have a very distinctive taste -- some might even call it bland -- but it's perfectly fine for gluten free, and the pancakes have a good consistency and texture.  I tried giving my kid GF pancakes made from Bob's Red Mill mix and he likes the Bisquick more.The Amazon price is pretty good since one invididual box of this stuff goes for over $5 at my supermarket.  The only real complaint I have is that one individual box contains just a little less than the amount you need to make three batches of pancakes.  It's like they purposely did that so you'd have to buy another box just to complete that third batch.","01 30, 2014",A2XL6TZM34HFV3,"Review Man ""Review Man""",Good for GF pancakes,1391040000
B009SE5LBW,Grocery,"[0, 0]",5,"These are quite addicting. They are spicy and very fulfilling.I have tried the Smokey too and they were good as well. The Coconut are rather strange . This brand, Blue Diamond, is the best because they are very fresh and the almonds are salted perfectly as well as sized well.Other brands do not compare, so remember that when you have a hankering for some almonds.","03 9, 2014",A2BZ0UH6U6AIK2,Red Kat,spicy and tasty,1394323200
B003DKT8AC,Grocery,"[0, 0]",5,"TASTE GOOD AND CRISP AS WELL MY MOM LOVES THESE , THEY REMIND HER OF THE RAISIN BISCUITS FROM YEARS AGO.","01 16, 2014",A2T2Y470PPDXK4,RANGERMAN,GOOD COOKIE,1389830400
B0014EOU1G,Grocery,"[0, 0]",3,We like Campbell's soup but this just seemed to be okay with us so we don't eat it that often.,"07 3, 2014",A27GJ3A37OPXT5,Blue Pansy,We like Campbell's soup but this just seemed to be okay ...,1404345600
B007Y59HVM,Grocery,"[0, 0]",5,Wonderful Coffee. Excellent service. I love ordering our coffee from San Francisco Bay. The quality of this coffee is wonderful.  My spouse loves the Fog Chase brand.  So thats whatwe ordered with excellent service from these vendors.,"01 8, 2014",A25EIRACBKTP96,J.c.,Fantastic!,1389139200
B000B6J51I,Grocery,"[0, 0]",5,"I use this on all my chicken. I love it when I am cooking a chicken in the rotisserie, but I also use it on oven roasted, fried or chicken in the slow cooker. It has a great blend of spices. Excellent flavor.","04 24, 2014",A2SYK0ICB1VAMR,"Sharon Roberts ""G-ma of 6""",My favorite.,1398297600
B00H727LVA,Grocery,"[0, 0]",4,"For years I've been applying Kernel Season's Popping Corn Seasonings to the popcorn at my favorite movie house.  Now I not only have the opportunity to use it at home, and this three seasoning package even provides some flavor not found at my favored theater.The Kettle Corn is far and away my favorite.  The Ranch seasoning is good as well; but I'm not overly fond of the Buffalo Wing, though that's more of a preference issue than anything else.  But all things considered, try them all out!  I doubt that you'll regret it.","05 14, 2014",A2I3XS9TO93Q0F,"Michael Meredith ""e-Mike""",Yum!,1400025600
B001RPT6O8,Grocery,"[0, 0]",5,"This is very smooth and creamy in texture.  It is good for when you need a sweet snack, it hits the spot.","04 3, 2014",A3BCWDAYSTYKCZ,"Bon Bon ""gadget queen""",Cashew butter,1396483200
B005Y10X9S,Grocery,"[0, 0]",5,"If you are looking for a sweet treat that won't add guilt to your enjoyment, try these!  They are really chewy and chocolaty - much more chocolate flavor than most &#34;fake&#34; bars.  No weird aftertaste, either, because they don't contain artificial sweetners!  Still, they are low in sugar and high in protien and a perfect craving reliever!  I almost hate to write such a good review because I don't want them to go out of stock!!!!","01 17, 2014",A36PG3D7ILZEU2,"Emily Rich ""poet tree""",DELISH!,1389916800
B001NGASNY,Grocery,"[0, 0]",5,"So easy, so tasty.  Left over chicken or pulled chicken from a grocery store rotisserie.  Melt two tablespoons butter with the seasoning packet and veggies, then add 6 cups broth, bring to a boil, add chicken, simmer, add gf noodles packet and cook for another 8 minutes and you have a wonderful snack, dinner or lunch.  I usually make two packages using an entire rotisserie chicken. My two teens can eat down one batch by themselves - usually as a snack - before dinner.","03 10, 2014",A2CUEP5A2NQFY4,Amazongirl,Gluten Free Busy Mom's Secret,1394409600
B0078PRWQA,Grocery,"[0, 0]",5,Have looked all over for this product.  Is hard to find.  Easy to store.  Have been using it for years.  Will buy this again.,"03 20, 2014",AWIY01RKVPFDP,Jessica,Great product.,1395273600
B001EQ5EJQ,Grocery,"[0, 0]",4,Great on fruit salad,"07 7, 2014",A26EUM1TIWQLV3,Brigitte Cuppari,Four Stars,1404691200
B004EDZ83S,Grocery,"[0, 0]",5,"If you like strong, flavorful coffee, this is for you.  I drink it any time, but I especially like it after dinner with dessert.","05 9, 2014",A2UQGGK8VJPUH5,I. Zawilski,Excellent Coffee,1399593600
B0001IOSDQ,Grocery,"[0, 0]",3,"Based on the other reviews, I hoped for great flavor.  This did not deliver.  I had not made char siu for many years, but I was hoping for the char siu I had made of old.  This was a pale, pale imitation.  Next time, I'm going to use two or three envelopes and marinate for several days.  Maybe that will do the trick.  But I'm afraid I'm going to have to forget about the lazy man's solution and find my old recipe and do it from scratch.","05 17, 2014",A3BM8FG35RPO3B,"Kathryn H. Kidd ""KathyHKidd""",Not as Flavorful as I'd Hoped,1400284800
B002HQCWYM,Grocery,"[0, 0]",4,I happen to like the taste of Twinings green tea - it seems a little more &#34;mellow&#34; than others.  Teas are certainly a matter of personal taste and choice.,"05 30, 2014",A31CGUXM76EBGN,nature nut,Good choice,1401408000
B000CQ4D50,Grocery,"[0, 0]",5,Perfect for kids snacks for school.  Nice compact and I love that it was a variety pack so my son could pick what he wanted that day.,"06 9, 2014",A1XZV46KL9IKQ0,Sherri Champagne,Perfect,1402272000
B0039ZEDZG,Grocery,"[0, 0]",2,"The cookies are individually wrapped , which is convenient.  Unfortunately, I didn't like the flavor and texture.  I really couldn't taste any hint of pineapple or coconut.  The cookies were quite sticky...stuck to my dental work...","01 28, 2014",AICC0XLZ63K9U,burton meyer,Sticky cookie,1390867200
B00E9GVE2O,Grocery,"[0, 0]",5,"This fruit Stevia added to a glass of water reminds me of Juicy Fruit gum, so if you liked that kind of gum you will love this fruit stevia water enhancer. Doesn't take very much so don't over-do it. Saves a lot of calories as I used to add a little fruit juice to my glass of water and after 6 glasses a day that would be too much juice - this fruit enhancer saves me a lot of calories. Do recommend this product.","01 31, 2014",AVKF5UOGIH94V,Betmatrho,Juicy Fruit,1391126400
B00H727T7Q,Grocery,"[1, 1]",5,"Absolutely perfect seasoning.  I have tried other brands  and found them much to salty and not much of anything else.not so with this selection of seasonings.  The White Cheddar has a true cheesy flavor, if the salt is in this mixture it is not noticeable.Just a true flavor , first tested, 5 stars for the white cheddar.  The next in this offering was the Nacho Cheddar,again I found a true flavor, although Nacho is not a flavor I reach for.  My husband was delighted and noted the more for his popcorn. ;(.  The next seasoning was the Garlic Cheese, now this seasoning was one of the best seasoning with garlic, cheese that you could put on anything, not just popcorn, I used it for garlic bread.  Yummy.  5 stars for all three, Flavor delight.Highly recommended.","05 13, 2014",A2QWEEYO8QLIMI,"B. Rackley ""Sierras Creative World""",Perfect for all popcorn addicts.,1399939200
B007HRPXZG,Grocery,"[0, 0]",5,Great flavor!  I'm so impressed.  These are great toppings and taste like homemade.,"07 11, 2014",A62IFILJCCAT3,Cindy,Yum!,1405036800
B0046CPBZC,Grocery,"[0, 0]",5,This is a nice mix of different brand name candies.  About a dozen different favors--fruits--peppermint--cinnamon--root beer--butterscotch amongst others.  Individually wrapped for freshness.,"02 25, 2014",A116QZVZDPF8GK,Ronna,Nice mix of hard candies!,1393286400
B00B59QB8U,Grocery,"[2, 2]",4,"honestly i don't eat much pig, but do like a bbq sandwich. with ur favorite sauce, this really makes a good one.  i was very happy with the product, so much so i hardly can believe it myself=haha","03 13, 2014",A4EWLZLUCY5QR,woowoo,pork,1394668800
B00C7MGHVA,Grocery,"[0, 0]",3,"This tea has more of a cinnamon flavor  than some of the other chai tea brands we have tried. The texture wasn't as creamy as expected either. It's not horrid but it isn't awesome either. In a pinch, the Delight Chai Tea would probably do but we'll probably not try this particular chai tea again.","02 11, 2014",A1HA6KZZNDCME9,Deborah Wiley,More like a 3.5,1392076800
B00BLTKUJ0,Grocery,"[0, 0]",5,They are GOOOOD,"03 19, 2014",A3KN4J7X1HYD5N,"fishingnut ""fishingnut""",Don't need the nut cracker !,1395187200
B002HQCWYM,Grocery,"[0, 0]",2,"I love Earl Grey Tea, but this is on the weak side. I won't be buying this again. Maybe it's because tea really needs to steep for awhile in order to have great flavor. But whatever the reason this was a disappointment.","01 12, 2014",A24HUA0ATCXTSZ,"Sonoma Lady ""Smart & Loves Quality""",Too Weak,1389484800
B001EQ5JMS,Grocery,"[1, 1]",5,This one of my all time favorites and I drink only espresso all my adult life  ! another is Bustilo  both are Cuban !!,"01 3, 2014",A3KN4J7X1HYD5N,"fishingnut ""fishingnut""",espresso,1388707200
B004NCGFIC,Grocery,"[0, 0]",5,"Nothing pleases me more than having something that I really enjoy labelled as healthy by the nutrition community.  Wonderful Pistachios fill that bill.  My only precaution is to those who must severely limit their sodium intake:  there's plenty of salt on these  -  not too much for the taste if you like salted nuts, but read the package ingredients.  Hey, if you restrict your sodium, you look for unsalted nuts anyway.","02 27, 2014",A2B8H9VMLNSFD0,"Cy Bershoppah ""Cy""",As delicious as they are healthy,1393459200
B000ILA5RO,Grocery,"[0, 0]",3,"It only looks different until it's popped...then no difference.  Just as thick a hull, same taste.  Possibly a more corny aroma but otherwise no difference.  I even blind taste tested it with friends.","06 24, 2014",A2HHJH9VNY5084,Brendon Scholtz,No different from any other popcorn,1403568000
B0002PSOJW,Grocery,"[0, 0]",5,What's there not to like?  This goes on everything and a pantry staple.  Good price too for hot sauces which can be expensive (for some reasons).,"06 28, 2014",AZI22S7R4LXJN,Symbol for Hope,What's there not to like?,1403913600
B004SEUA40,Grocery,"[1, 2]",5,"I love that these are so much healthier than the other brands of chocolate chips (no dairy, gluten, or soy).  And, they taste AWESOME!  I have stopped buying chocolate candy all together and just have a small handful of these to satisfy my cravings.  My kids love them, too.  Amazon offers them for a great price.  Buy them!  You won't regret it!","04 6, 2014",A19CXQPHO9E5ZT,Kindle Customer,YUM!,1396742400
B001L191TS,Grocery,"[0, 0]",2,"My kids and I love chocolate and we love rice crispies but this combination is simply terrible. Full of soy too (bad for children and women, since it raises the estrogen levels). Weird taste and texture. Won't buy again. Not sure where they get their high prices for a product that tastes this bad.","06 20, 2014",A1N50U4PKW3PO9,"Toni Anderson ""tonistreasurechest""",So gross tasting!,1403222400
B000G6MBTG,Grocery,"[0, 0]",4,"I love Kettle brand chips the chips are very crispy and flavourful.  I am not a fan of the krinkle cut chips because they tend to be too thick and chewy (soft) but these have changed my mind.  They are still thick but they are very crispy.As for the flavor, I like the sweet chili but the garlic is a little strong and makes the chips a little sour.  As krinkle cut chips were made for dipping (remember &#34;Ruffles have Ridges&#34;), this may work best with a dip.  I would suggest a clam dip or french onion dip.The one thing to remember, this is for 15 bags, 5 oz. each (a small family bag).  so if you order this, you will have them for a while!!","06 3, 2014",A2XRZV63X79YSJ,"Movie Mania ""DVD Collector""",The garlic is a little too strong and sour.,1401753600
B001EQ55RW,Grocery,"[0, 0]",5,"I like to snack on almonds for their health benefits but these are good snacks regardless!  The chocolate is a powdery, light coating so not overpowering (not ""chocolate-covered"") with a distinct dark chocolate flavor. Very tasty, nice texture, all-around good snack!","03 23, 2014",ADP6XSD5E4R4G,reviewer,Very tasty,1395532800
B00GDIMTNY,Grocery,"[0, 0]",5,I bought these k cups for a trip to my parents and I can say It is very good. Great flavor and a mild morning blend. Will buy again as I really like it. Great price as well.,"04 21, 2014",A1772H057FWWQ,C. Schnaufer,Good morning.,1398038400
B00796KNHS,Grocery,"[0, 0]",5,like desert in a glass but not overpowering can't get enough of this tea a sure repurchase and can't wait to try more flavors,"06 9, 2014",A3PPVPUKAX26EG,bombshell,the most amazing tea,1402272000
B000UCW3EE,Grocery,"[0, 0]",5,It's flavor is full of body and flavor.It never varies in taste - unless I put too little/too much grind into the basket.I especially like it in a percolator but am currently using it with my Keurig (using the stainless steel baskets).It's like an old friend.......I can still count on to make me smile.,"02 13, 2014",A320NYVVIZSZGY,Skeletor-Vixen,I just enjoy the flavor of this old favorite........,1392249600
B004SKOPUO,Grocery,"[0, 0]",5,"but the product and packaging was great as always -- I just cannot seem to keep a full bag of these around for very long! Frankly, it wouldn't have made a difference if the bag was 10 X bigger! :-)","05 27, 2014",A23TC08V2CZGE6,M. Thompson,too small a bag ...LOL,1401148800
B00C1LXBFC,Grocery,"[0, 0]",1,Products estimate of number of servings is grossly overstated. I tried this and found it took many more drops to give even small flavor. This might be an accurate estimate if you want jjust the faintest  whiff of smell in your water bottle.,"07 22, 2014",A2FLH5F9I7LSNY,Cat West,"DON'T BE FOOLED,",1405987200
B0014EOVCO,Grocery,"[0, 0]",5,I had never tried this before and it's very good! Also good over rice with the bits of chicken and tortilla in it.. Great flavor!,"07 10, 2014",A1XQ0F01CF84Y3,Caligal,Good,1404950400
B00024G8WI,Grocery,"[0, 0]",5,"I sent these to my cousin who said she needed chocolate to get through the stress of a serious health issue (she thought she might lose her sight).  She said these did the trick wonderfully.  She carried a bar in her purse to every doctor's appointment and fortified herself with creamy goodness before every painful procedure.  She told me that the only way she could cope with the  laser surgeries and having needles inserted into her eyes was knowing that she could eat a whole bar of this chocolate when it was over.  That's some powerful chocolate!Thankfully, her last appointment showed no more problems with her retina and the doctor said she should recover fully with no permanent lose of vision.  She said she's going to use some of the remaining bars in baking cookies.  She thinks the creamy almost caramel-like taste will be wonderful in chocolate chunk cookies.  Hope she sends me some.","03 1, 2014",A15T9G38F589KM,"knitting ninja ""knitting ninja""",Chocolate power,1393632000
B004DBVJRA,Grocery,"[0, 0]",5,Best Gluten free matzo's.  Tried different brands but for gluten free this is the best brand available that tastes good,"05 16, 2014",A3O5UR6NHR4MRP,Amazon Customer,Best,1400198400
B001PE1R6G,Grocery,"[0, 0]",5,I make this at work everyday and it is great to watch people to come out of their offices with their cup in hand because the wonderful scent has told them I have made it!  It goes fast!,"01 4, 2014",AAZNNMX0NMH9Z,"B. J. Kang ""bkang22""",another fantastic tea,1388793600
B000FFIEMQ,Grocery,"[0, 0]",5,great for brown baggers. great for a busy household and for someone that wants to eat good food but does not have the time to cook.,"04 15, 2014",AGSROF16BQME5,Audrey A. Hummel,easy,1397520000
B0008D6WBA,Grocery,"[0, 0]",5,Just made some sour blueberry gummies using the Great Lakes gelatin. Kid loves them and it's a super easy way to add some much needed nutrients to your diet.,"03 2, 2014",AR92FRQQ1FWQ6,MJ,Making healthy gummies at home :),1393718400
B005MZQM6O,Grocery,"[0, 0]",5,I buy these for snacks for my students. It is nice that they come in a tub for easy storage and they arrive quickly.,"01 25, 2014",ABFWW603QEFNA,Jem42,Great for classrooms,1390608000
B006Y8B9Y8,Grocery,"[0, 0]",5,Once again a delicious snack and healthy product.  I wish there were more.  Mine disappeared. No one saying anything. ( Who ate the beans?),"02 10, 2014",AFT8SHGI1LCID,wonderingeve,yummy,1391990400
B0094IN7UE,Grocery,"[1, 1]",4,I prefer Jif over other brands that I've tried. You will need a spatula or a very long handled utensil for this size jar.,"04 5, 2014",AHKXYQ7TP6REK,KESS,Nice size and taste,1396656000
B00CWTZ6GU,Grocery,"[0, 0]",3,"The title says it all.If you want guilt-free hazelnut lattes and coffees at home, this is unquestionably your product.  It'll add that jolt of flavor to your coffee, just like you want.But if you want to be a stickler for taste, something about it feels neutered. It's telling when Torani has both a Classic Hazelnut flavor and this one. If you want that traditional, actual hazelnut flavor, go with the Classic. If you want the flavor marketed and pushed as &#34;hazelnut,&#34; then grab this.","03 19, 2014",A19PPFERQ3JFDS,"Alec Rojas ""Alec""","The Coffehouse Classic, Sugarfree",1395187200
B0005ZXKX4,Grocery,"[0, 0]",5,"I have this bad habit where I think I need three portions of sugar in my coffee every morning. By that I mean, no matter the size of the cube, packet, spoon, whatever, I end up putting three of them in my cup without thinking. You can imagine how disgustingly sweet that makes things sometimes, but I just do it without thinking. Ordering my sugar in packets like this just helps me keep the sugar added a little lower than I normally would, so they're perfect for my needs!","06 23, 2014",A1WMTA96RO5S4E,Carli,Portion control,1403481600
B000ENUC3S,Grocery,"[0, 0]",5,I tried the peanut butter and jelly bars.  It gets 5 stars because of the ingredient list.  I am not a nutritional guru but there doesn't appear to be any hidden ingredients that seem to go along with most of the processed foods you by.  The first bar I tried I was not a fan.  The consistency was a bit mushy and almost oily and the texture is...well a bit different.  But I had 16 bars so I kept going.  By the 3rd bar I had gotten used to the consistency and the taste is pretty good.  I do not eat these bars daily but I have a few a week and I actually almost crave one on occasion.  To sum up I look at these bars as a healthy snack or morning meal replacement with a taste that is pretty good and a consistency which you get used to.  Now I will try a few more flavors!,"07 1, 2014",ATN5X2PM7OB3K,Danny Mack,Excellent ingredient list and tasty,1404172800
B007OSBFY6,Grocery,"[0, 0]",4,Very  nice flavor,"07 9, 2014",A3JUEHR7YMPK01,&amp;#34;Professional&amp;#34; Volunteer,Four Stars,1404864000
B000F3WDT8,Grocery,"[0, 0]",5,"I love this tea and have it on subscribe and save.  Drink 2 cups a day, with lemon.  The flavor is spot on - dark and malty, with sweet tones.","05 4, 2014",A58N07M0ZCYMB,Valentina,My favorite black tea,1399161600
B001FA1KU8,Grocery,"[0, 0]",5,"I don't think I can add anything new to all of the positive reviews here. These raisins are plump, fresh, and sweet tasting. They are long lasting and well packaged. If you're looking for good raisins, look no further. Enjoy!","04 16, 2014",A29JGLLCMNMQGV,"StaceyW. ""Matthew's Linen Lady""",Very Fresh!,1397606400
B000E60TMY,Grocery,"[0, 0]",5,A healthy alternative! Yum!,"07 3, 2014",A3MC4O1SY4L6HN,"Patricia Gillenwater ""Jeanie""",Five Stars,1404345600
B0029JW6TS,Grocery,"[0, 0]",5,"I love the taste of this salami.  It's not meant for making a sandwich like Oscar Mayer salami and it's not the same salami as the deli hard salami that has much more moisture and must be kept refrigerated.  This is a dry salami and can actually be stored at cool room temperature (up to 72 degrees is how I store mine) until opened.  All such dry sausages will have much more intense flavors as the moisture is drawn from the meat.Bridgford products are available often at local groceries or chains of small dollar-type stores.  Find and buy a single package before buying in bulk and see if you like it.  But approach it with an open mind and a cracker, cheese, and wine better than a Ritz..  Any foods with such intense flavors are meant to be eaten not-too-often and in small amounts.No, I don't work for Bridgford but I have been a fan of their products for 20 years.","02 21, 2014",A26ZK8QFWXN859,"dalepres ""dalepres""",Not your megamart salami!,1392940800
B001EQ4SHK,Grocery,"[0, 0]",5,"Love the rich chocolate flavor!  Use it in baking cakes and brownies.  Also, make cocoa with sweetener other than sugar.","07 10, 2014",A2N5SEPUYGUQUO,"Amazon Customer ""JM""",Rich chocolate tasty cocoa,1404950400
B001E5DWZU,Grocery,"[0, 0]",5,"if you like a bit of spicy sauce...Traditionally we ate it in England with a 'fry-up' bacon, sausage, cheese, tomato, blood pudding breakfast.It also goes well with cottage cheese and crackers; pork chop; cheese on toast; scrambled egg...Excellent product in the plastic bottles.","01 7, 2014",A2AK480UW3Z2CK,T P,An excellent condiment,1389052800
B007PM9YLC,Grocery,"[0, 0]",5,"This is great coffee at the same price as it sells in the store.Having some delivered with my monthly Amazon Subscribe and Save Order assures that I will not  run out.  The taste and aroma are not overdone, just a nice hint of coconut that compliments the natural properties of good coffee.","07 2, 2014",AIC8DDASHETS5,"LINDA A. ROOT ""a prosecutor""",Subtle and delicious coffee from Kauai,1404259200
B004LL7C3M,Grocery,"[0, 0]",2,"I like most annie chuns, but once in a while I find a disappointment.  Taste is subjective, so please respect this as my opinion.  I found the taste to be salty and no ginger flavor.  As with all Annie's I have tried, the noodles are vacuumed sealed and already &#34;cooked&#34; so you put them in warm water to &#34;softened.&#34;  I don't mind this, but it takes a bit more prep than the dry noodle type.  I usually buy Annie's because I like less salt and less chemicals.  I just didn't care for the flavor of this one.  I also don't like the Udon Annie's does.  I do like the chinese chicken noodle. While I encourage everyone to try all flavors because taste is subjective, the biggest disappointment is that the shipment I received will all expire Sept/2014.  That is just not far enough out for my use.  I will not order from this shipper again.","06 27, 2014",A14B4MJ7KZE63B,K Young,disappointed,1403827200
B00AMCHGW6,Grocery,"[0, 0]",4,"I really liked the taste of the South beach chocolate truffle, enough so that I'm going to continue buying it. I felt, for 100 calories, it was filling and a great afternoon snack.On the down side, it has only 6 grams of protein, and 17 carbs, which is a little low/high for me. This would be an occasional treat, not a daily drink but I did find it very tasty.","04 29, 2014",A3AZI828WJN1CD,"Becky in NOLA ""Becky""",Tasty treat,1398729600
B000MDCDJ6,Grocery,"[0, 0]",3,"The flavor of sun dried tomatoes is strong, which I like, but the overall flavor is just okay. Not bad, but not great either. It was too low in salt for me so adding extra salt did help the flavor. The can of tuna is just 3 ounces and there are 6 crackers included. Not enough to satisfy if you are hungry. I certainly wouldn't think this is enough for lunch, just a small snack.","02 11, 2014",A1X3ESYZ79H59E,chaos,It's okay,1392076800
